disease_index,mondo_id,disease_name,node_source,module_size,is_eligible,is_anchor,anchor_doid,anchor_hetionet_name,current_family_id,current_family_name,current_anchor_name,current_hop_depth,n_parents,n_children,n_eligible_children,n_anchor_children,is_parent_term,parent_names,anchor_children_names,n_anchor_ancestors,n_anchor_descendants,is_ancestor_of_anchor,is_descendant_of_anchor,antichain_ok_as_anchor,n_descendants,n_eligible_descendants
36149,1017787,"paraprostatic cyst, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36150,1017788,"chemical urinary peritonitis, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"peritonitis, non-human animal",,0,0,0,0,1,0,0
36151,1017789,"urethral polyp, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"polyp, non-human animal",,0,0,0,0,1,0,0
36152,1017790,"urinary bladder polyp, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary bladder neoplasm, non-human animal",,0,0,0,0,1,0,0
36153,1017791,"prostatic disorder, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36154,1017792,"prostatomegaly, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36155,1017793,"psychogenic dysuria, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36156,1017794,"pyelectasia, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36157,1017795,"congenital renal dysplasia, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"congenital renal anomaly, non-human animal",,0,0,0,0,1,0,0
36158,1017796,"congenital renal hypoplasia, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"congenital renal anomaly, non-human animal",,0,0,0,0,1,0,0
36159,1017797,"Sertoli cell tumor, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36160,1017798,"congenital ureteric anomaly, non-human animal",MONDO,,0,0,,,,,,,1,1,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,1,0
36161,1017799,"congenital ectopic ureter, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"congenital ureteric anomaly, non-human animal",,0,0,0,0,1,0,0
36162,10178,congenital bilateral aplasia of vas deferens from CFTR mutation,MONDO,,0,0,,,36162.0,congenital bilateral aplasia of vas deferens from CFTR mutation,,,2,0,0,0,0,CFTR-related disorder | congenital bilateral absence of vas deferens,,0,0,0,0,1,0,0
36163,1017800,"ureteric rupture, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36164,1017801,"ureteric stricture, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36165,1017802,"ureteric obstruction, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36166,1017803,"urethral rupture, non-human animal",MONDO,,0,0,,,,,,,1,1,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,1,0
36167,1017804,"iatrogenic urethral rupture, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urethral rupture, non-human animal",,0,0,0,0,1,0,0
36168,1017805,"urinary bladder functional disorder, non-human animal",MONDO,,0,0,,,,,,,1,3,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,3,0
36169,1017806,"urinary bladder atony, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary bladder functional disorder, non-human animal",,0,0,0,0,1,0,0
36170,1017807,"neurogenic urinary bladder dysfunction, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary bladder functional disorder, non-human animal",,0,0,0,0,1,0,0
36171,1017808,"bladder neck/sphincter mechanism functional disorder, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary bladder functional disorder, non-human animal",,0,0,0,0,1,0,0
36172,1017809,"intrapelvic urinary bladder position, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36173,1017810,"urinary bladder rupture, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36174,1017811,"urinary incontinence, non-human animal",MONDO,,0,0,,,,,,,1,5,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,5,0
36175,1017812,"overflow urinary incontinence, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary incontinence, non-human animal",,0,0,0,0,1,0,0
36176,1017813,"post-micturition urinary incontinence, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary incontinence, non-human animal",,0,0,0,0,1,0,0
36177,1017814,"urinary incontinence due to urethral sphincter mechanism incompetence, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary incontinence, non-human animal",,0,0,0,0,1,0,0
36178,1017815,"urinary retention, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36179,1017816,"bacterial, coliform urinary tract infection, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary tract infection, non-human animal",,0,0,0,0,1,0,0
36180,1017817,"chronic urinary tract infection, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary tract infection, non-human animal",,0,0,0,0,1,0,0
36181,1017818,"lower urinary tract infection, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary tract infection, non-human animal",,0,0,0,0,1,0,0
36182,1017819,"recurrent urinary tract infection, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary tract infection, non-human animal",,0,0,0,0,1,0,0
36183,1017820,"ureteric urolithiasis, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urolithiasis, non-human animal",,0,0,0,0,1,0,0
36184,1017821,"urethral urolithiasis, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urolithiasis, non-human animal",,0,0,0,0,1,0,0
36185,1017822,"urinary bladder urolithiasis, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urolithiasis, non-human animal",,0,0,0,0,1,0,0
36186,1017823,"vaginal hyperplasia/prolapse, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36187,1017824,"juvenile vaginitis, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"vaginitis, non-human animal",,0,0,0,0,1,0,0
36188,1017825,"prepuce mass lesion, non-human animal",MONDO,,0,0,,,,,,,2,0,0,0,0,"mass lesion, non-human animal | reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36189,1017826,"prepuce disorder, non-human animal",MONDO,,0,0,,,,,,,1,3,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,3,0
36190,1017827,"urethral prolapse, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36191,1017828,"idiopathic renal hemorrhage, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"renal hematuria, non-human animal",,0,0,0,0,1,0,0
36192,1017829,"glucosuria, non-human animal",MONDO,,0,0,,,,,,,1,1,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,1,0
36193,1017830,"renal tubular glucosuria, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"glucosuria, non-human animal",,0,0,0,0,1,0,0
36194,1017831,"urinary tract rupture, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36195,1017832,"urinary bladder diverticulum, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36196,1017833,"azotemic acute kidney failure, non-human animal",MONDO,,0,0,,,,,,,1,3,0,0,0,"kidney failure, non-human animal",,0,0,0,0,1,3,0
36197,1017834,"anuric azotemic acute kidney failure, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"azotemic acute kidney failure, non-human animal",,0,0,0,0,1,0,0
36198,1017835,"oliguric azotemic acute kidney failure, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"azotemic acute kidney failure, non-human animal",,0,0,0,0,1,0,0
36199,1017836,"polyuric azotemic acute kidney failure, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"azotemic acute kidney failure, non-human animal",,0,0,0,0,1,0,0
36200,1017837,"non-azotemic acute kidney injury, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"acute kidney injury, non-human animal",,0,0,0,0,1,0,0
36201,1017838,"azotemic chronic kidney disease, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"chronic kidney disease, non-human animal",,0,0,0,0,1,0,0
36202,1017839,"non-azotemic chronic kidney disease, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"chronic kidney disease, non-human animal",,0,0,0,0,1,0,0
36203,1017840,"acute-on-chronic kidney disease, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"chronic kidney disease, non-human animal",,0,0,0,0,1,0,0
36204,1017841,"azotemic protein-losing nephropathy, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"nephropathy, non-human animal",,0,0,0,0,1,0,0
36205,1017842,"non-azotemic protein-losing nephropathy, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"nephropathy, non-human animal",,0,0,0,0,1,0,0
36206,1017843,"congenital renal anomaly, non-human animal",MONDO,,0,0,,,,,,,1,4,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,4,0
36207,1017844,"congenital renal aplasia, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"congenital renal anomaly, non-human animal",,0,0,0,0,1,0,0
36208,1017845,"congenital renal dysgenesis, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"congenital renal anomaly, non-human animal",,0,0,0,0,1,0,0
36209,1017846,"IRIS azotemia stage I, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36210,1017847,"IRIS azotemia stage II, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36211,1017848,"IRIS azotemia stage III, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36212,1017849,"IRIS azotemia stage IV, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36213,1017850,"IRIS non-proteinuric, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36214,1017851,"IRIS borderline proteinuric, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36215,1017852,"IRIS proteinuric, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36216,1017853,"IRIS blood pressure minimal risk, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36217,1017854,"IRIS blood pressure low risk, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36218,1017855,"IRIS blood pressure moderate risk, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36219,1017856,"IRIS blood pressure severe risk, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36220,1017857,"IRIS blood pressure end-organ damage from hypertension, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36221,1017858,"ovarian adenoma, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"ovarian neoplasm, non-human animal",,0,0,0,0,1,0,0
36222,1017859,"transitional cell carcinoma of urinary bladder, non-human animal",MONDO,,0,0,,,,,,,2,4,0,0,0,"carcinoma, non-human animal | urinary bladder neoplasm, non-human animal",,0,0,0,0,1,4,0
36223,1017860,"infiltrating transitional cell carcinoma of urinary bladder, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"transitional cell carcinoma of urinary bladder, non-human animal",,0,0,0,0,1,0,0
36224,1017861,"non-infiltrating transitional cell carcinoma of urinary bladder, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"transitional cell carcinoma of urinary bladder, non-human animal",,0,0,0,0,1,0,0
36225,1017862,"non-papillary transitional cell carcinoma of urinary bladder, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"transitional cell carcinoma of urinary bladder, non-human animal",,0,0,0,0,1,0,0
36226,1017863,"papillary transitional cell carcinoma of urinary bladder, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"transitional cell carcinoma of urinary bladder, non-human animal",,0,0,0,0,1,0,0
36227,1017864,"urinary bladder fibroma, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary bladder neoplasm, non-human animal",,0,0,0,0,1,0,0
36228,1017865,"epididymal fibrosarcoma, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"sarcoma, non-human animal",,0,0,0,0,1,0,0
36229,1017866,"urinary bladder fibrosarcoma, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary bladder neoplasm, non-human animal",,0,0,0,0,1,0,0
36230,1017867,"renal granuloma, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36231,1017868,"interstitial cell testicular tumor, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36232,1017869,"renal nephroblastoma, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36233,1017870,"monorchidism, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36234,1017871,"intersexuality, non-human animal",MONDO,,0,0,,,,,,,1,3,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,3,0
36235,1017872,"true hermaphrodite intersex, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"intersexuality, non-human animal",,0,0,0,0,1,0,0
36236,1017873,"calcium oxalate urolithiasis, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urolithiasis, non-human animal",,0,0,0,0,1,0,0
36237,1017874,"calcium oxalate crystalluria, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36238,1017875,"cystine urolithiasis, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urolithiasis, non-human animal",,0,0,0,0,1,0,0
36239,1017876,"cystine crystalluria, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36240,1017877,"magnesium-ammonium-phosphate hexahydrate urolithiasis, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urolithiasis, non-human animal",,0,0,0,0,1,0,0
36241,1017878,"magnesium-ammonium-phosphate hexahydrate crystalluria, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36242,1017879,"urate urolithiasis, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urolithiasis, non-human animal",,0,0,0,0,1,0,0
36243,1017880,"urate crystalluria, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36244,1017881,"cervical adhesions, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36245,1017882,"cervical injury, non-human animal",MONDO,,0,0,,,,,,,1,1,0,0,0,"injury, non-human animal",,0,0,0,0,1,1,0
36246,1017883,"cervical laceration, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"cervical injury, non-human animal",,0,0,0,0,1,0,0
36247,1017884,"cervical scar/fibrosis, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36248,1017885,"clitoral disorder, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36249,1017886,contagious equine metritis,MONDO,,0,0,,,,,,,1,0,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36250,1017887,"complete abdominal cryptorchidism, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"abdominal cryptorchidism, non-human animal",,0,0,0,0,1,0,0
36251,1017888,"partial/incomplete abdominal cryptorchidism, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"abdominal cryptorchidism, non-human animal",,0,0,0,0,1,0,0
36252,1017889,"inguinal cryptorchidism, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"cryptorchidism, non-human animal",,0,0,0,0,1,0,0
36253,1017891,"epididymal cyst, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36254,1017892,"tunica vaginalis hydrocoele, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36255,1017893,"female pseudohermaphrodite intersex, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"intersexuality, non-human animal",,0,0,0,0,1,0,0
36256,1017894,"male pseudohermaphrodite intersex, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"intersexuality, non-human animal",,0,0,0,0,1,0,0
36257,1017895,"clitoral mass lesion, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"mass lesion, non-human animal",,0,0,0,0,1,0,0
36258,1017896,"ovarian benign melanoma, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"melanoma, non-human animal",,0,0,0,0,1,0,0
36259,1017897,"penis/prepuce benign melanoma, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"melanoma, non-human animal",,0,0,0,0,1,0,0
36260,1017898,"ovarian malignant melanoma, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"malignant melanoma, non-human animal",,0,0,0,0,1,0,0
36261,1017899,"penis/prepuce malignant melanoma, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"malignant melanoma, non-human animal",,0,0,0,0,1,0,0
36262,10179,isolated right ventricular hypoplasia,MONDO,,0,0,,,,,,,2,0,0,0,0,hereditary disease | hypoplastic right heart syndrome,,0,0,0,0,1,0,0
36263,1017900,"prepuce neoplasm, non-human animal",MONDO,,0,0,,,,,,,2,0,0,0,0,"neoplasm, non-human animal | prepuce disorder, non-human animal",,0,0,0,0,1,0,0
36264,1017901,"ovarian hematoma, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36265,1017902,"ovulation failure, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36266,1017903,"excessive smegma, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"penile disorder, non-human animal",,0,0,0,0,1,0,0
36267,1017904,"penile hematoma, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"penile disorder, non-human animal",,0,0,0,0,1,0,0
36268,1017905,"penile traumatic injury, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"penile disorder, non-human animal",,0,0,0,0,1,0,0
36269,1017906,"penile wound, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"penile disorder, non-human animal",,0,0,0,0,1,0,0
36270,1017907,"persistent hymen, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36271,1017908,"pneumovagina, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36272,1017909,"preputial traumatic injury, non-human animal",MONDO,,0,0,,,,,,,2,0,0,0,0,"injury, non-human animal | prepuce disorder, non-human animal",,0,0,0,0,1,0,0
36273,1017915,"scrotal hematocoele, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36274,1017916,"scrotal edema, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36275,1017917,"urinary bladder eversion, non-human animal",MONDO,,0,0,,,,,,,1,1,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,1,0
36276,1017918,"inappropriate urination, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36277,1017919,"urinary bladder prolapse, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36278,1017921,"cervical rupture, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36279,1017922,"abdominal cryptorchidism, non-human animal",MONDO,,0,0,,,,,,,1,2,0,0,0,"cryptorchidism, non-human animal",,0,0,0,0,1,2,0
36280,1017923,"post-partum metritis, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"reproductive system disorder, non-human animal",,0,0,0,0,1,0,0
36281,1017924,"uroperitoneum, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36282,1017925,"acute interstitial nephritis, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"interstitial nephritis, non-human animal",,0,0,0,0,1,0,0
36283,1017926,"chronic interstitial nephritis, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"interstitial nephritis, non-human animal",,0,0,0,0,1,0,0
36284,1017927,"post-partum urinary bladder eversion, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary bladder eversion, non-human animal",,0,0,0,0,1,0,0
36285,1017928,"nephrosis, non-human animal",MONDO,,0,0,,,,,,,1,1,0,0,0,"renal disease, non-human animal",,0,0,0,0,1,3,0
36286,1017929,"renal adipose deposition, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36287,1017931,"retrocaval ureter, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36288,1017932,"swim bladder disorder, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36289,1017933,"calcium carbonate urolithiasis, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urolithiasis, non-human animal",,0,0,0,0,1,0,0
36290,1017934,"acute glomerulonephritis, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"glomerulonephritis, non-human animal",,0,0,0,0,1,0,0
36291,1017935,"chronic glomerulonephritis, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"glomerulonephritis, non-human animal",,0,0,0,0,1,0,0
36292,1017936,"renal hematuria, non-human animal",MONDO,,0,0,,,,,,,1,1,0,0,0,"hematuria, non-human animal",,0,0,0,0,1,1,0
36293,1017937,"anuric renal failure, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"kidney failure, non-human animal",,0,0,0,0,1,0,0
36294,1017938,"polyuric renal failure, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36295,1017939,"renal tubular necrosis, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36296,1017940,"ureteric defect, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36297,1017941,"urinary bladder defects, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36298,1017942,"neurological urinary incontinence, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary incontinence, non-human animal",,0,0,0,0,1,0,0
36299,1017943,"traumatic urinary incontinence, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary incontinence, non-human animal",,0,0,0,0,1,0,0
36300,1017944,"sabulous urolithiasis, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urolithiasis, non-human animal",,0,0,0,0,1,0,0
36301,1017945,"renal vascular anomaly, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"urinary system disorder, non-human animal",,0,0,0,0,1,0,0
36302,1017946,"coronavirus nephritis, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"nephritis, non-human animal",,0,0,0,0,1,0,0
36303,1017947,"baby chick nephropathy, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"nephropathy, non-human animal",,0,0,0,0,1,0,0
36304,1017948,"bite injury, non-human animal",MONDO,,0,0,,,,,,,2,4,0,0,0,"injury, non-human animal | skin disorder, non-human animal",,0,0,0,0,1,4,0
36305,1017949,"cat bite injury, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"bite injury, non-human animal",,0,0,0,0,1,0,0
36306,1017950,"dog bite injury, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"bite injury, non-human animal",,0,0,0,0,1,0,0
36307,1017951,"insect bite, non-human animal",MONDO,,0,0,,,,,,,2,0,0,0,0,"bite injury, non-human animal | envenomation, non-human animal",,0,0,0,0,1,0,0
36308,1017952,"snake bite, non-human animal",MONDO,,0,0,,,,,,,2,0,0,0,0,"bite injury, non-human animal | envenomation, non-human animal",,0,0,0,0,1,0,0
36309,1017953,"stick injury, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"injury, non-human animal",,0,0,0,0,1,0,0
36310,1017954,"wound abrasion, non-human animal",MONDO,,0,0,,,,,,,1,2,0,0,0,"wound, non-human animal",,0,0,0,0,1,2,0
36311,1017955,"degloving injury, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"wound, non-human animal",,0,0,0,0,1,0,0
36312,1017956,"wound laceration, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"wound, non-human animal",,0,0,0,0,1,0,0
36313,1017957,"penetrating wound, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"wound, non-human animal",,0,0,0,0,1,0,0
36314,1017958,"puncture wound, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"wound, non-human animal",,0,0,0,0,1,0,0
36315,1017959,"shear injury, non-human animal",MONDO,,0,0,,,,,,,1,0,0,0,0,"wound, non-human animal",,0,0,0,0,1,0,0
36316,1017960,"infected wound, non-human animal",MONDO,,0,0,,,,,,,2,0,0,0,0,"infectious disease, non-human animal | wound, non-human animal",,0,0,0,0,1,0,0
