disease_index,mondo_id,disease_name,node_source,module_size,is_eligible,is_anchor,anchor_doid,anchor_hetionet_name,current_family_id,current_family_name,current_anchor_name,current_hop_depth,n_parents,n_children,n_eligible_children,n_anchor_children,is_parent_term,parent_names,anchor_children_names,n_anchor_ancestors,n_anchor_descendants,is_ancestor_of_anchor,is_descendant_of_anchor,antichain_ok_as_anchor,n_descendants,n_eligible_descendants
28217,100193,chronic liver failure,MONDO,,0,0,,,,,,,1,0,0,0,0,liver failure,,0,0,0,0,1,0,0
28218,100194,pregnancy associated osteoporosis,MONDO,,0,0,,,,,,,2,1,0,0,0,osteoporosis | pregnancy disorder,,1,0,0,1,0,1,0
28219,100196,TPM2-related myopathy,MONDO,,0,0,,,28219.0,TPM2-related myopathy,,,3,1,0,0,0,congenital nervous system disorder | hereditary neurological disease | neuromuscular disease caused by qualitative or quantitative defects of tropomyosin,,0,0,0,0,1,1,0
28220,100198,Mendelian encephalopathy,MONDO,,0,0,,,,,,,1,17,0,0,0,hereditary disease,,0,0,0,0,1,17,0
28221,100199,diffuse gastric and lobular breast cancer syndrome with or without cleft lip and/or palate,MONDO,,0,0,,,,,,,1,0,0,0,0,hereditary neoplastic syndrome,,0,0,0,0,1,0,0
28222,100200,microcephaly with intellectual disability,MONDO,,0,0,,,,,,,1,0,0,0,0,microcephaly,,0,0,0,0,1,0,0
28223,100201,lumbar disk disease,MONDO,,0,0,,,,,,,1,0,0,0,0,vertebral column disorder,,0,0,0,0,1,0,0
28224,100202,"lumbar disk herniation, susceptibility to",MONDO,,0,0,,,,,,,1,0,0,0,0,inherited disease susceptibility,,0,0,0,0,1,0,0
28225,100206,"lumbar disk degeneration, susceptibility to",MONDO,,0,0,,,,,,,1,0,0,0,0,inherited disease susceptibility,,0,0,0,0,1,0,0
28226,100207,infantile-onset epilepsy,MONDO,,0,0,,,,,,,1,0,0,0,0,epilepsy,,1,0,0,1,0,0,0
28227,100208,self-limited familial neonatal-infantile epilepsy,MONDO,,0,0,,,,,,,1,0,0,0,0,neonatal/infantile-onset self-limited epilepsy syndrome,,1,0,0,1,0,0,0
28228,100210,growth hormone insensitivity syndrome with immune dysregulation,MONDO,,0,0,,,,,,,2,3,0,0,0,growth hormone insensitivity syndrome | hereditary disease,,0,0,0,0,1,3,0
28229,100211,"growth hormone insensitivity with immune dysregulation 1, autosomal recessive",MONDO,,0,0,,,28229.0,"growth hormone insensitivity with immune dysregulation 1, autosomal recessive",,,3,0,0,0,0,autosomal recessive disease | growth hormone insensitivity syndrome with immune dysregulation | immune system disorder,,0,0,0,0,1,0,0
28230,100212,IFAP syndrome,MONDO,,0,0,,,28230.0,IFAP syndrome,,,1,2,0,0,0,syndromic disease,,0,0,0,0,1,2,0
28231,100213,"IFAP syndrome 1, with or without BRESHECK syndrome",MONDO,,0,0,,,28231.0,"IFAP syndrome 1, with or without BRESHECK syndrome",,,2,0,0,0,0,IFAP syndrome | X-linked recessive disease,,0,0,0,0,1,0,0
28232,100216,DICER1-related tumor predisposition,MONDO,,0,0,,,28232.0,DICER1-related tumor predisposition,,,2,1,0,0,0,hereditary disease | syndromic disease,,0,0,0,0,1,1,0
28233,100217,"developmental delay with short stature, dysmorphic facial features, and sparse hair 2",MONDO,,0,0,,,28233.0,"developmental delay with short stature, dysmorphic facial features, and sparse hair 2",,,1,0,0,0,0,"developmental delay with short stature, dysmorphic facial features, and sparse hair",,0,0,0,0,1,0,0
28234,100219,"growth hormone insensitivity syndrome with immune dysregulation 2, autosomal dominant",MONDO,,0,0,,,28234.0,"growth hormone insensitivity syndrome with immune dysregulation 2, autosomal dominant",,,1,0,0,0,0,growth hormone insensitivity syndrome with immune dysregulation,,0,0,0,0,1,0,0
28235,10022,senile plaque formation,MONDO,,0,0,,,,,,,1,0,0,0,0,hereditary disease,,0,0,0,0,1,0,0
28236,100221,IFAP syndrome 2,MONDO,,0,0,,,28236.0,IFAP syndrome 2,,,1,0,0,0,0,IFAP syndrome,,0,0,0,0,1,0,0
28237,100222,A20 haploinsufficiency,MONDO,,0,0,,,,,,,2,0,0,0,0,hereditary disease | inborn error of immunity,,0,0,0,0,1,0,0
28238,100225,collagen 6-related myopathy,MONDO,,0,0,,,28238.0,collagen 6-related myopathy,,,2,1,0,0,0,myopathy | qualitative or quantitative protein defects in neuromuscular diseases,,0,0,0,0,1,1,0
28239,100227,ALS2-related motor neuron disease,MONDO,,0,0,,,28239.0,ALS2-related motor neuron disease,,,1,2,0,0,0,hereditary motor neuron disease,,0,0,0,0,1,2,0
28240,100228,LAMA2-related muscular dystrophy,MONDO,,0,0,,,28240.0,LAMA2-related muscular dystrophy,,,0,1,0,0,0,,,0,0,0,0,1,1,0
28241,10023,combined immunodeficiency due to ZAP70 deficiency,MONDO,,0,0,,,28241.0,combined immunodeficiency due to ZAP70 deficiency,,,1,0,0,0,0,combined immunodeficiency,,0,0,0,0,1,0,0
28242,100230,fatty acyl-CoA reductase 1 upregulation,MONDO,,0,0,,,,,,,3,0,0,0,0,autosomal dominant disease | fatty acyl-CoA reductase defects | hereditary neurological disease,,0,0,0,0,1,0,0
28243,100231,"psoriatic arthritis, susceptibility to, 1",MONDO,,0,0,,,,,,,1,0,0,0,0,"psoriatic arthritis, susceptibility to",,0,0,0,0,1,0,0
28244,100232,"psoriatic arthritis, susceptibility to",MONDO,,0,0,,,,,,,1,1,0,0,0,inherited disease susceptibility,,0,0,0,0,1,1,0
28245,100233,long COVID-19,MONDO,,0,0,,,,,,,1,0,0,0,0,post-COVID-19 disorder,,0,0,0,0,1,0,0
28246,100234,paroxysmal familial ventricular fibrillation,MONDO,,0,0,,,28246.0,paroxysmal familial ventricular fibrillation,,,2,0,0,0,0,cardiogenetic rhythm disorder | ventricular fibrillation,,0,0,0,0,1,0,0
28247,100235,FOXC1-related anterior segment dysgenesis,MONDO,,0,0,,,28247.0,FOXC1-related anterior segment dysgenesis,,,1,0,0,0,0,iridogoniodysgenesis,,0,0,0,0,1,0,0
28248,100236,LTBP2-related ocular dysgenesis,MONDO,,0,0,,,,,,,2,1,0,0,0,eye disorder | hereditary disease,,0,0,0,0,1,2,0
28249,100237,inherited cutis laxa,MONDO,,0,0,,,,,,,2,12,0,0,0,cutis laxa | hereditary disease,,0,0,0,0,1,12,0
28250,100238,inherited Fanconi renotubular syndrome,MONDO,,0,0,,,,,,,1,2,0,0,0,inherited renal tubular disease,,0,0,0,0,1,2,0
28251,10024,Beemer-Langer syndrome,MONDO,,0,0,,,28251.0,Beemer-Langer syndrome,,,1,0,0,0,0,Jeune syndrome,,0,0,0,0,1,0,0
28252,100240,inherited thrombophilia,MONDO,,0,0,,,28252.0,inherited thrombophilia,,,1,10,0,0,0,inherited blood coagulation disorder,,0,0,0,0,1,14,0
28253,100241,inherited thrombocytopenia,MONDO,,0,0,,,,,,,1,12,0,0,0,hereditary disease,,0,0,0,0,1,31,0
28254,10025,short stature-obesity syndrome,MONDO,,0,0,,,,,,,1,0,0,0,0,hereditary disease,,0,0,0,0,1,0,0
28255,100251,familial hyperphosphatemic tumoral calcinosis/hyperphosphatemic hyperostosis syndrome,MONDO,,0,0,,,,,,,4,0,0,0,0,familial tumoral calcinosis | hereditary skin disorder | inborn errors of metabolism | skin neoplasm,,0,0,0,0,1,0,0
28256,100253,Roberts-SC phocomelia syndrome,MONDO,,0,0,,,28256.0,Roberts-SC phocomelia syndrome,,,3,0,0,0,0,autosomal recessive disease | non-syndromic limb reduction defect | syndromic disease,,0,0,0,0,1,0,0
28257,100254,CACNA1A-related complex neurodevelopmental disorder,MONDO,,0,0,,,28257.0,CACNA1A-related complex neurodevelopmental disorder,,,2,0,0,0,0,Mendelian neurodevelopmental disorder | complex neurodevelopmental disorder with motor features,,0,0,0,0,1,0,0
28258,100255,adenosine kinase deficiency,MONDO,,0,0,,,28258.0,adenosine kinase deficiency,,,1,0,0,0,0,disorder of methionine catabolism,,0,0,0,0,1,0,0
28259,100256,CTNNA1-related diffuse gastric and lobular breast cancer syndrome,MONDO,,0,0,,,,,,,4,0,0,0,0,breast lobular carcinoma | gastric adenocarcinoma | hereditary breast carcinoma | hereditary gastric cancer,,2,0,0,1,0,0,0
28260,100257,peroxisomal single enzyme/protein defect,MONDO,,0,0,,,,,,,1,7,0,0,0,peroxisomal disease,,0,0,0,0,1,23,0
28261,100258,phytanoyl-CoA hydroxylase deficiency,MONDO,,0,0,,,,,,,1,0,0,0,0,disorder of peroxisomal alpha oxidation,,0,0,0,0,1,0,0
28262,100259,peroxisome biogenesis disorder due to PEX1 defect,MONDO,,0,0,,,28262.0,peroxisome biogenesis disorder due to PEX1 defect,,,1,0,0,0,0,Zellweger spectrum disorders,,0,0,0,0,1,0,0
28263,10026,SHORT syndrome,MONDO,,0,0,,,28263.0,SHORT syndrome,,,7,0,0,0,0,PIK3R1-related immunodeficiency and SHORT syndrome | developmental anomaly of metabolic origin | eye disorder | hereditary lipodystrophy | multiple congenital anomalies/dysmorphic syndrome without intellectual disability | multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome | syndromic disease,,0,0,0,0,1,0,0
28264,100260,peroxisome biogenesis disorder due to PEX2 defect,MONDO,,0,0,,,,,,,1,0,0,0,0,Zellweger spectrum disorders,,0,0,0,0,1,0,0
28265,100261,peroxisome biogenesis disorder due to PEX3 defect,MONDO,,0,0,,,,,,,1,0,0,0,0,Zellweger spectrum disorders,,0,0,0,0,1,0,0
28266,100262,peroxisome biogenesis disorder due to PEX5 defect,MONDO,,0,0,,,28266.0,peroxisome biogenesis disorder due to PEX5 defect,,,1,0,0,0,0,Zellweger spectrum disorders,,0,0,0,0,1,0,0
28267,100263,peroxisome biogenesis disorder due to PEX6 defect,MONDO,,0,0,,,,,,,1,0,0,0,0,Zellweger spectrum disorders,,0,0,0,0,1,0,0
28268,100264,peroxisome biogenesis disorder due to PEX10 defect,MONDO,,0,0,,,,,,,1,0,0,0,0,Zellweger spectrum disorders,,0,0,0,0,1,0,0
28269,100265,peroxisome biogenesis disorder due to PEX5 defect in the PEX7-binding domain,MONDO,,0,0,,,,,,,2,0,0,0,0,non-Zellweger spectrum disorder | syndromic dyslipidemia,,0,0,0,0,1,0,0
28270,100266,peroxisome biogenesis disorder due to PEX12 defect,MONDO,,0,0,,,,,,,1,1,0,0,0,Zellweger spectrum disorders,,0,0,0,0,1,1,0
28271,100267,peroxisome biogenesis disorder due to PEX13 defect,MONDO,,0,0,,,,,,,1,0,0,0,0,Zellweger spectrum disorders,,0,0,0,0,1,0,0
28272,100268,peroxisome biogenesis disorder due to PEX14 defect,MONDO,,0,0,,,,,,,1,1,0,0,0,Zellweger spectrum disorders,,0,0,0,0,1,1,0
28273,100269,peroxisome biogenesis disorder due to PEX16 defect,MONDO,,0,0,,,,,,,1,0,0,0,0,Zellweger spectrum disorders,,0,0,0,0,1,0,0
28274,10027,"free sialic acid storage disease, infantile form",MONDO,,0,0,,,,,,,3,0,0,0,0,disorder of carbohydrate transmembrane transport and absorption | free sialic acid storage disease | lysosomal storage disease with skeletal involvement,,0,0,0,0,1,0,0
28275,100270,peroxisome biogenesis disorder due to PEX19 defect,MONDO,,0,0,,,,,,,1,0,0,0,0,Zellweger spectrum disorders,,0,0,0,0,1,0,0
28276,100271,peroxisome biogenesis disorder due to PEX26 defect,MONDO,,0,0,,,,,,,1,0,0,0,0,Zellweger spectrum disorders,,0,0,0,0,1,0,0
28277,100272,peroxisome biogenesis disorder due to PEX7 defect,MONDO,,0,0,,,,,,,1,1,0,0,0,non-Zellweger spectrum disorder,,0,0,0,0,1,1,0
28278,100273,glyceronephosphate O-acyltransferase deficiency,MONDO,,0,0,,,,,,,1,0,0,0,0,disorder of plasmalogens biosynthesis,,0,0,0,0,1,0,0
28279,100274,alkylglycerone-phosphate synthase deficiency,MONDO,,0,0,,,,,,,1,0,0,0,0,disorder of plasmalogens biosynthesis,,0,0,0,0,1,0,0
28280,100275,fatty acyl-CoA reductase defects,MONDO,,0,0,,,,,,,1,2,0,0,0,disorder of plasmalogens biosynthesis,,0,0,0,0,1,2,0
28281,100276,disorder of defective peroxisomal and mitochondrial fission,MONDO,,0,0,,,,,,,1,0,0,0,0,peroxisomal disease,,0,0,0,0,1,0,0
28282,100277,disorder of peroxisomal alpha oxidation,MONDO,,0,0,,,,,,,1,1,0,0,0,peroxisomal single enzyme/protein defect,,0,0,0,0,1,1,0
28283,100278,alanine glyoxylate aminotransferase deficiency,MONDO,,0,0,,,28283.0,alanine glyoxylate aminotransferase deficiency,,,1,0,0,0,0,disorder of glyoxylate metabolism,,0,0,0,0,1,0,0
28284,100279,peroxisome biogenesis disorder due to PEX11B defect,MONDO,,0,0,,,,,,,1,0,0,0,0,Zellweger spectrum disorders,,0,0,0,0,1,0,0
28285,10028,sialuria,MONDO,,0,0,,,28285.0,sialuria,,,2,0,0,0,0,disorder of sialic acid metabolism | free sialic acid storage disease,,0,0,0,0,1,0,0
28286,100280,Waldenstrom macroglobulinemia,MONDO,,0,0,,,43521.0,hematopoietic and lymphoid system neoplasm,hematologic cancer,5.0,3,0,0,0,0,inborn errors of metabolism | indolent B-cell non-Hodgkin lymphoma | lymphoplasmacytic lymphoma,,1,0,0,1,0,0,0
28287,100283,overgrowth syndrome and/or cerebral malformations due to abnormalities in MTOR pathway genes,MONDO,,0,0,,,28287.0,overgrowth syndrome and/or cerebral malformations due to abnormalities in MTOR pathway genes,,,1,4,0,0,0,central nervous system malformation,,0,0,0,0,1,4,0
28288,100285,extrahepatic biliary atresia,MONDO,,0,0,,,,,,,1,0,0,0,0,biliary atresia,,0,0,0,0,1,0,0
28289,100286,respiratory syncytial virus bronchiolitis,MONDO,,0,0,,,,,,,2,0,0,0,0,bronchiolitis | respiratory syncytial virus infectious disease,,0,0,0,0,1,0,0
28290,100287,POLE-related polyposis and colorectal cancer syndrome,MONDO,,0,0,,,28290.0,POLE-related polyposis and colorectal cancer syndrome,,,3,0,0,0,0,Polymerase proofreading-related adenomatous polyposis | polyp of large intestine | polyposis,,0,0,0,0,1,0,0
28291,100288,enhanced S-cone syndrome,MONDO,,0,0,,,28291.0,enhanced S-cone syndrome,,,0,2,0,0,0,,,0,0,0,0,1,2,0
28292,100289,Goldmann-Favre syndrome,MONDO,,0,0,,,28292.0,Goldmann-Favre syndrome,,,1,0,0,0,0,enhanced S-cone syndrome,,0,0,0,0,1,0,0
28293,10029,situs inversus,MONDO,135.0,1,0,,,28293.0,situs inversus,,,1,1,0,0,0,visceral heterotaxy,,0,0,0,0,1,1,0
28294,100290,colon serrated polyposis,MONDO,,0,0,,,28294.0,colon serrated polyposis,,,2,0,0,0,0,hyperplastic polyposis syndrome | polyp of colon,,0,0,0,0,1,0,0
28295,100291,early T cell progenitor acute lymphoblastic leukemia,MONDO,,0,0,,,28295.0,early T cell progenitor acute lymphoblastic leukemia,,,0,0,0,0,0,,,0,0,0,0,1,0,0
28296,100292,Carey-Fineman-Ziter syndrome 2,MONDO,,0,0,,,,,,,1,0,0,0,0,Carey-Fineman-Ziter syndrome,,0,0,0,0,1,0,0
28297,100293,diaphragmatic malformation,MONDO,,0,0,,,,,,,2,0,0,0,0,developmental defect during embryogenesis | diaphragm disorder,,0,0,0,0,1,0,0
28298,100295,"Alzheimer disease, susceptibility to, mitochondrial",MONDO,,0,0,,,,,,,1,0,0,0,0,inherited disease susceptibility,,0,0,0,0,1,0,0
28299,100298,abdominal wall malformation,MONDO,,0,0,,,,,,,1,4,1,0,1,developmental defect during embryogenesis,,0,0,0,0,1,9,1
28300,100299,PAX5-related B lymphopenia and autism spectrum disorder,MONDO,,0,0,,,,,,,3,0,0,0,0,B cell deficiency | Mendelian neurodevelopmental disorder | autism spectrum disorder,,0,0,0,0,1,0,0
28301,1003,pneumoconiosis due to talc,MONDO,,0,0,,,,,,,1,0,0,0,0,pneumoconiosis,,0,0,0,0,1,0,0
28302,10030,Sjogren syndrome,MONDO,82.0,1,0,,,28302.0,Sjogren syndrome,,,4,0,0,0,0,autoimmune disorder of exocrine system | disorder of lacrimal gland | salivary gland disorder | syndromic disease,,0,0,0,0,1,0,0
28303,100301,"hemangioma, capillary infantile, susceptibility to",MONDO,,0,0,,,,,,,1,0,0,0,0,hereditary neoplastic syndrome,,0,0,0,0,1,0,0
28304,100302,LADD syndrome 1,MONDO,,0,0,,,28304.0,LADD syndrome 1,,,1,0,0,0,0,LADD syndrome,,0,0,0,0,1,0,0
28305,100303,"ichthyosis, annular epidermolytic 1",MONDO,,0,0,,,28305.0,"ichthyosis, annular epidermolytic 1",,,2,0,0,0,0,annular epidermolytic ichthyosis | epidermolytic hyperkeratosis 2,,0,0,0,0,1,0,0
28306,100304,disorder of bile acid aminotransferase,MONDO,,0,0,,,,,,,1,1,0,0,0,peroxisomal single enzyme/protein defect,,0,0,0,0,1,1,0
28307,100305,bile acid CoA:amino acid N-acyltransferase deficiency,MONDO,,0,0,,,,,,,1,0,0,0,0,disorder of bile acid aminotransferase,,0,0,0,0,1,0,0
28308,100306,disorder of defective peroxisome oxidative status,MONDO,,0,0,,,,,,,1,3,0,0,0,peroxisomal single enzyme/protein defect,,0,0,0,0,1,3,0
28309,100307,adult Refsum disease due to PEX7 defect,MONDO,,0,0,,,,,,,1,0,0,0,0,peroxisome biogenesis disorder due to PEX7 defect,,0,0,0,0,1,0,0
28310,100308,atactic disorder,MONDO,,0,0,,,,,,,1,4,1,0,1,nervous system disorder,,0,0,0,0,1,33,1
28311,100309,hereditary ataxia,MONDO,,0,0,,,28311.0,hereditary ataxia,,,2,17,0,0,0,atactic disorder | hereditary neurological disease,,0,0,0,0,1,26,0
28312,10031,Sjogren-Larsson syndrome,MONDO,,0,0,,,28312.0,Sjogren-Larsson syndrome,,,5,0,0,0,0,autosomal recessive disease | eye disorder | integumentary system disorder | leukodystrophy | syndromic dyslipidemia,,0,0,0,0,1,0,0
28313,100310,hereditary cerebellar ataxia,MONDO,,0,0,,,,,,,3,3,0,0,0,cerebellar ataxia | hereditary ataxia | inherited neurodegenerative disorder,,0,0,0,0,1,9,0
28314,100311,sensory ataxia,MONDO,,0,0,,,,,,,1,2,0,0,0,atactic disorder,,0,0,0,0,1,2,0
28315,100312,vestibular ataxia,MONDO,,0,0,,,,,,,1,0,0,0,0,sensory ataxia,,0,0,0,0,1,0,0
28316,100313,focal segmental glomerulosclerosis,MONDO,37.0,1,1,1312,focal segmental glomerulosclerosis,28316.0,focal segmental glomerulosclerosis,focal segmental glomerulosclerosis,0.0,2,1,0,0,0,glomerulosclerosis | podocytopathy,,0,0,0,0,1,1,0
28317,100314,GYG1-related disorder of glycogen metabolism,MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
28318,100315,isolated adrenal insufficiency,MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
28319,100319,COVID-19–associated multisystem inflammatory syndrome in adults,MONDO,,0,0,,,,,,,1,0,0,0,0,multisystem inflammatory syndrome in children and adults,,0,0,0,0,1,0,0
28320,10032,Sjogren-Larsson-like ichthyosis without CNS or eye involvement,MONDO,,0,0,,,,,,,1,0,0,0,0,hereditary disease,,0,0,0,0,1,0,0
28321,100320,post-COVID-19 disorder,MONDO,,0,0,,,,,,,1,2,0,0,0,post-viral disorder,,0,0,0,0,1,4,0
28322,100322,non-Zellweger spectrum disorder,MONDO,,0,0,,,,,,,0,2,0,0,0,,,0,0,0,0,1,3,0
28323,100323,inherited pseudohypoaldosteronism,MONDO,,0,0,,,,,,,1,0,0,0,0,inherited kidney disorder,,0,0,0,0,1,0,0
28324,100324,primary focal segmental glomerulosclerosis,MONDO,,0,0,,,,,,,1,0,0,0,0,focal segmental glomerulosclerosis,,1,0,0,1,0,0,0
28325,100328,"microcephaly, epilepsy, and diabetes syndrome",MONDO,,0,0,,,28325.0,"microcephaly, epilepsy, and diabetes syndrome",,,1,2,0,0,0,hereditary disease,,0,0,0,0,1,2,0
28326,100329,primary viral infectious disease,MONDO,,0,0,,,,,,,0,32,1,0,1,,,0,2,1,0,0,180,5
28327,10033,generalized peeling skin syndrome,MONDO,,0,0,,,28327.0,generalized peeling skin syndrome,,,0,1,0,0,0,,,0,0,0,0,1,1,0
28328,100330,disease arising from reactivation of latent virus,MONDO,,0,0,,,,,,,0,3,1,0,1,,,0,0,0,0,1,10,1
28329,100331,nerve agent poisoning,MONDO,,0,0,,,,,,,1,0,0,0,0,poisoning,,0,0,0,0,1,0,0
28330,100335,local anesthetic poisoning,MONDO,,0,0,,,,,,,1,0,0,0,0,poisoning,,0,0,0,0,1,0,0
28331,100337,SEC61A1 deficiency,MONDO,,0,0,,,,,,,1,1,0,0,0,hereditary disease,,0,0,0,0,1,1,0
28332,100338,urinary tract infection,MONDO,,0,0,,,28332.0,urinary tract infection,,,1,5,0,0,0,urinary system disorder,,0,0,0,0,1,23,0
28333,100341,fire ant poisoning,MONDO,,0,0,,,,,,,1,0,0,0,0,poisoning,,0,0,0,0,1,0,0
28334,100342,malignant glioma,MONDO,,0,1,3070,malignant glioma,28334.0,malignant glioma,malignant glioma,0.0,3,11,2,0,1,central nervous system cancer | glioma | high grade malignant neoplasm,,0,0,0,0,1,90,11
28335,100346,microcephaly with or without short stature,MONDO,,0,0,,,,,,,0,1,0,0,0,,,0,0,0,0,1,1,0
28336,100347,carcinoid syndrome,MONDO,,0,0,,,28336.0,carcinoid syndrome,,,1,1,0,0,0,syndromic disease,,0,0,0,0,1,1,0
28337,100348,"neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities",MONDO,,0,0,,,28337.0,"neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities",,,2,0,0,0,0,Mendelian neurodevelopmental disorder | autosomal recessive disease,,0,0,0,0,1,0,0
28338,100349,COACH syndrome,MONDO,,0,0,,,,,,,2,3,0,0,0,Joubert syndrome and related disorders | disorder of development or morphogenesis,,0,0,0,0,1,3,0
28339,10035,Smith-Lemli-Opitz syndrome,MONDO,,0,0,,,28339.0,Smith-Lemli-Opitz syndrome,,,4,0,0,0,0,cholesterol biosynthetic process disease | eye disorder | multiple congenital anomalies/dysmorphic syndrome-intellectual disability | syndromic dyslipidemia,,0,0,0,0,1,0,0
28340,100350,"neuronopathy, distal hereditary motor, type 5",MONDO,,0,0,,,,,,,1,1,0,0,0,"neuronopathy, distal hereditary motor, autosomal dominant",,0,0,0,0,1,1,0
28341,100351,POLD1-related polyposis and colorectal cancer syndrome,MONDO,,0,0,,,,,,,3,0,0,0,0,Polymerase proofreading-related adenomatous polyposis | polyp of large intestine | polyposis,,0,0,0,0,1,0,0
28342,100352,episodic kinesigenic dyskinesia 1,MONDO,,0,0,,,28342.0,episodic kinesigenic dyskinesia 1,,,1,0,0,0,0,PRRT2-associated paroxysmal movement disorder,,0,0,0,0,1,0,0
28343,100353,HHV-7 infectious disease,MONDO,,0,0,,,,,,,1,0,0,0,0,roseolovirus infectious disease,,0,0,0,0,1,0,0
28344,100354,megacystis-microcolon-intestinal hypoperistalsis syndrome 1,MONDO,,0,0,,,28344.0,megacystis-microcolon-intestinal hypoperistalsis syndrome 1,,,1,0,0,0,0,megacystis-microcolon-intestinal hypoperistalsis syndrome,,0,0,0,0,1,0,0
28345,100358,ectodermal dysplasia WNT10A related,MONDO,,0,0,,,28345.0,ectodermal dysplasia WNT10A related,,,0,1,0,0,0,,,0,0,0,0,1,1,0
28346,100359,herpes simplex type 1 infectious disease,MONDO,,0,0,,,,,,,1,2,0,0,0,herpes simplex infectious disease,,0,0,0,0,1,2,0
28347,100360,herpes simplex type 2 infectious disease,MONDO,,0,0,,,,,,,1,2,0,0,0,herpes simplex infectious disease,,0,0,0,0,1,2,0
28348,100361,lip herpes simplex type 1 infectious disorder,MONDO,,0,0,,,,,,,2,0,0,0,0,herpes labialis | herpes simplex type 1 infectious disease,,0,0,0,0,1,0,0
28349,100362,lip herpes simplex type 2 infectious disorder,MONDO,,0,0,,,,,,,2,0,0,0,0,herpes labialis | herpes simplex type 2 infectious disease,,0,0,0,0,1,0,0
28350,100363,genital herpes simplex type 2 infectious disorder,MONDO,,0,0,,,,,,,2,0,0,0,0,genital herpes | herpes simplex type 2 infectious disease,,0,0,0,0,1,0,0
28351,100364,genital herpes simplex type 1 infectious disorder,MONDO,,0,0,,,,,,,2,0,0,0,0,genital herpes | herpes simplex type 1 infectious disease,,0,0,0,0,1,0,0
28352,100365,mucopolysaccharidosis or mucopolysaccharidosis-like disorder,MONDO,,0,0,,,,,,,1,1,0,0,0,inborn errors of metabolism,,0,0,0,0,1,1,0
28353,100366,occupational disorder,MONDO,,0,0,,,,,,,1,4,0,0,0,disease of primarily extrinsic mechanism,,0,0,0,0,1,12,0
28354,100367,port-wine nevi-mega cisterna magna-hydrocephalus syndrome,MONDO,,0,0,,,,,,,1,0,0,0,0,developmental defect during embryogenesis,,0,0,0,0,1,0,0
